Brain - Cortex;Brain - Cerebellum;Brain - Frontal Cortex (BA9);Brain - Caudate (basal ganglia);Brain - Nucleus accumbens (basal ganglia);Brain - Putamen (basal ganglia);Brain - Hypothalamus;Brain - Spinal cord (cervical c-1);Brain - Hippocampus;Brain - Anterior cingulate cortex (BA24);Brain - Cerebellar Hemisphere;Brain - Substantia nigra;Brain - Amygdala
254;441;240;92;98;45;127;231;55;91;430;93;47
222;456;236;84;81;44;131;234;62;80;449;101;42
244;450;249;82;74;36;130;251;47;93;442;95;44
252;457;233;94;88;43;105;233;45;90;448;82;31
238;431;241;107;107;50;120;247;63;79;423;98;47
246;462;261;93;85;52;119;241;48;83;449;91;37
244;449;244;88;88;49;123;250;48;87;433;101;36
228;463;231;82;82;46;116;247;46;78;447;92;42
273;441;242;82;90;42;132;222;48;85;432;103;44
242;440;242;99;91;46;123;248;58;78;423;114;38
234;434;232;95;84;49;123;247;50;77;428;103;45
231;445;221;98;87;45;123;262;53;83;438;99;41
258;434;262;98;98;54;129;234;50;87;425;103;38
244;444;250;89;86;46;127;243;57;84;435;91;49
251;462;245;92;89;44;110;239;41;80;444;102;33
237;455;242;90;81;47;111;236;45;82;438;109;39
266;449;257;91;84;47;121;226;54;98;433;104;46
254;458;247;82;85;42;118;246;47;82;448;95;41
229;468;236;83;87;44;115;244;48;70;455;102;28
266;436;256;102;103;47;117;225;59;89;430;95;40
237;452;235;87;74;46;105;250;56;79;443;100;40
250;444;254;91;78;45;118;252;54;82;431;94;39
238;473;239;87;88;42;121;243;47;72;463;90;35
226;460;225;85;87;40;125;238;54;82;453;93;39
225;452;223;96;95;45;123;251;54;89;444;100;46
247;443;245;98;90;48;114;234;44;93;431;100;41
215;453;220;79;76;42;127;275;52;75;439;111;32
250;447;247;78;86;46;118;242;45;80;435;101;38
231;443;258;108;91;55;131;252;42;74;438;98;31
235;461;234;82;90;51;114;253;44;73;442;87;37
223;476;229;88;87;37;108;236;35;85;462;87;31
244;447;219;83;84;40;131;245;54;81;438;98;37
233;449;242;78;91;40;117;251;54;86;435;106;43
243;457;244;89;89;40;128;241;42;82;454;93;35
236;445;246;90;85;51;116;248;53;82;436;101;42
241;444;241;97;95;44;120;242;57;80;426;99;40
245;438;243;88;87;43;133;248;58;84;433;94;43
240;456;244;85;80;46;125;228;43;84;444;94;40
241;437;237;98;91;53;133;245;62;84;419;99;55
243;452;238;84;87;37;121;241;52;87;442;91;33
240;450;234;80;75;37;120;241;50;76;441;104;34
215;460;230;89;82;39;116;247;42;65;447;105;28
239;455;238;87;79;48;122;242;45;80;444;96;39
225;426;232;92;73;43;129;266;56;72;420;109;31
239;463;239;90;87;40;104;238;49;78;451;93;32
247;466;240;78;74;37;119;243;42;83;447;90;38
249;449;235;91;86;42;114;247;53;88;437;95;41
228;469;233;80;73;45;114;239;42;82;462;91;37
247;457;247;104;100;50;128;219;58;83;448;94;37
258;466;258;77;88;35;106;228;57;86;454;84;43
234;472;232;72;76;38;98;228;44;75;461;99;35
231;458;233;81;85;34;123;257;55;72;449;98;35
244;460;243;82;90;43;110;233;47;79;447;89;40
228;466;241;85;77;40;120;260;55;73;456;98;34
260;450;246;81;89;36;117;248;46;70;441;97;36
226;449;237;80;77;41;122;254;55;76;433;102;40
241;439;241;90;84;44;126;268;59;88;427;109;46
228;445;245;94;86;43;129;252;58;83;440;91;29
260;449;269;100;92;56;125;241;49;91;431;92;47
232;444;242;97;82;55;126;242;62;79;440;99;43
239;467;249;90;77;45;121;236;55;86;453;89;37
248;450;243;85;79;39;122;235;46;78;435;92;43
241;438;266;86;87;40;109;254;58;86;426;106;44
232;462;231;83;85;34;120;249;54;85;445;90;38
234;457;215;89;84;47;126;232;56;77;451;95;37
247;453;247;90;81;49;120;237;56;82;436;100;39
240;454;243;82;82;48;115;243;60;82;438;108;39
249;444;248;94;84;52;115;247;47;85;431;92;40
239;449;235;104;100;50;118;222;54;90;452;90;48
252;432;249;106;93;51;129;251;56;88;421;111;38
243;469;235;86;81;48;105;247;50;85;460;88;45
235;446;243;92;86;45;109;244;52;79;438;92;38
263;443;264;91;97;40;126;236;61;101;428;100;51
243;453;241;87;78;44;109;241;51;86;444;101;44
234;443;252;101;85;46;120;235;53;87;432;95;45
229;454;221;94;77;45;125;246;54;82;441;108;43
237;442;243;85;84;42;136;241;52;94;437;100;39
234;425;223;101;91;44;126;268;64;78;416;111;43
227;459;242;72;64;33;120;246;59;67;454;93;35
236;454;242;89;86;46;117;249;53;87;436;107;37
237;456;242;77;82;44;113;239;46;81;447;91;35
231;453;215;87;90;40;122;235;54;80;442;92;33
241;445;234;92;92;47;126;242;48;81;429;97;39
243;455;239;86;83;39;110;236;51;66;444;94;36
237;451;248;95;85;40;115;247;53;75;434;105;33
239;448;265;95;94;45;113;262;56;82;437;100;49
240;446;238;80;79;40;121;257;51;92;433;98;36
236;457;239;75;69;40;115;255;56;73;440;106;31
251;442;257;96;101;40;121;242;55;100;428;104;50
241;453;236;94;92;45;111;237;52;79;436;96;49
248;466;243;87;86;38;117;241;49;87;454;93;42
241;458;245;96;97;46;117;239;55;89;454;83;41
224;449;236;96;90;46;120;253;53;73;433;106;31
236;462;234;86;85;44;114;223;39;78;447;97;35
239;446;245;94;88;52;116;253;50;78;438;92;41
228;469;239;83;69;46;123;250;39;69;461;92;30
233;442;233;91;87;42;129;243;63;87;430;97;42
247;466;248;84;80;43;115;244;35;81;459;88;37
232;443;247;99;94;50;120;242;52;88;432;98;46
241;472;240;103;89;47;110;226;43;77;461;75;38
242;455;237;94;88;46;122;246;48;90;449;87;41
226;463;233;93;93;47;117;236;46;72;451;90;31
249;458;254;90;83;42;121;237;41;92;446;87;39
241;451;238;91;82;47;127;245;50;80;438;108;40
245;461;238;74;75;40;108;243;53;87;444;101;35
255;445;261;92;83;48;113;223;43;89;429;95;38
244;448;259;97;82;53;112;236;50;97;436;93;39
233;448;231;98;84;41;111;250;53;80;440;97;48
240;458;234;93;87;48;115;242;54;86;442;83;41
223;431;253;92;90;55;137;266;55;81;427;97;48
224;450;231;85;77;41;107;267;49;82;438;90;42
250;460;246;86;78;47;137;234;62;78;444;94;43
238;452;254;84;83;41;113;241;45;79;440;93;49
232;446;253;94;78;51;117;249;47;86;436;101;36
247;452;250;86;78;42;107;239;39;83;443;96;41
244;461;237;100;81;52;128;248;52;82;451;92;41
241;453;232;96;78;48;131;244;54;82;441;92;36
258;467;250;86;78;35;122;233;46;93;450;76;48
242;459;240;89;69;38;123;226;48;68;455;91;45
240;450;245;90;80;44;107;250;43;86;444;87;34
246;434;245;96;81;47;124;243;71;94;418;103;47
234;445;242;93;87;43;123;237;47;87;439;96;40
256;442;263;95;89;44;119;244;52;97;432;106;43
233;453;229;101;101;46;121;236;55;81;437;92;41
228;449;243;80;89;47;112;235;54;78;446;90;38
243;436;242;97;76;44;131;254;58;80;431;115;41
255;437;256;97;86;54;124;233;56;86;426;92;40
216;430;231;107;108;54;140;260;66;82;423;114;42
249;465;240;88;83;50;103;243;42;73;446;88;38
228;470;232;78;78;35;107;236;44;72;459;89;37
232;466;230;76;70;40;116;262;48;80;452;105;33
255;461;234;97;89;46;114;222;57;82;449;81;38
247;453;242;93;80;37;126;253;55;94;439;88;43
252;442;259;87;82;41;127;227;43;90;433;88;39
243;447;249;91;86;50;115;229;57;87;435;96;44
226;458;243;89;84;35;103;257;37;84;444;98;38
230;450;259;81;84;39;132;255;58;74;443;96;42
248;460;252;80;73;41;121;246;52;79;443;103;37
254;447;257;88;84;49;133;238;61;82;434;98;45
249;460;244;80;87;36;119;253;51;82;442;99;36
217;459;226;86;75;43;129;248;62;66;454;107;36
240;465;246;78;78;31;113;241;36;69;458;85;26
241;453;241;90;82;47;121;235;57;83;440;103;38
253;458;234;90;83;48;125;235;51;88;451;95;43
235;452;248;90;85;41;118;227;49;82;444;81;36
238;448;243;91;86;48;126;229;54;81;438;94;37
247;438;252;90;86;45;122;236;54;85;432;86;34
263;464;262;88;88;43;110;224;54;80;453;82;40
259;442;244;97;94;45;133;251;56;77;427;96;38
254;454;258;93;85;49;123;265;55;80;445;100;34
250;448;250;85;87;41;133;230;54;84;441;102;37
245;441;241;94;84;48;129;249;50;81;428;110;36
237;456;238;96;93;59;115;241;51;83;442;99;32
236;449;236;96;97;53;129;249;62;78;435;104;40
233;456;243;78;66;37;115;246;50;74;450;95;41
228;455;250;85;83;38;119;248;52;75;450;90;37
234;452;220;92;82;45;123;240;54;80;444;93;34
241;443;236;86;92;46;120;255;61;84;434;90;40
240;460;242;76;69;41;115;252;33;65;456;96;28
228;482;235;78;75;37;111;246;43;68;472;72;31
237;447;242;86;84;45;114;252;49;82;442;102;38
236;459;239;91;91;44;112;235;47;70;445;85;41
241;443;239;97;90;60;126;256;51;87;436;110;42
246;440;255;87;83;45;119;257;57;80;427;105;34
234;462;236;87;77;44;105;241;44;75;450;92;33
235;461;238;87;77;34;124;243;41;76;449;92;33
252;448;255;103;101;47;106;239;49;95;442;86;42
231;462;232;76;66;38;114;258;47;74;451;97;34
229;450;254;96;81;49;124;238;59;75;440;101;38
247;434;257;93;88;44;120;253;53;93;429;101;41
255;452;262;86;86;45;132;236;48;88;443;91;37
231;463;242;79;82;42;127;255;44;78;455;93;36
209;460;247;84;73;36;127;254;51;76;451;104;34
254;447;245;83;78;46;119;242;60;81;434;91;45
227;451;242;84;85;42;129;263;51;77;439;104;40
235;450;233;94;73;49;125;259;48;74;442;103;33
244;450;248;87;87;41;113;227;53;95;443;89;42
256;441;256;92;86;44;114;255;52;82;431;106;35
226;445;233;80;80;42;132;255;55;83;434;106;43
219;473;220;72;72;36;133;236;42;74;461;96;28
230;457;236;85;79;49;115;240;37;75;441;96;37
237;462;243;91;83;43;125;235;51;83;450;89;33
233;472;230;87;83;41;104;235;50;85;463;86;38
235;470;225;93;89;46;123;239;51;67;460;91;38
242;457;250;95;89;45;98;238;37;82;455;85;35
237;474;226;76;76;38;112;241;45;77;462;86;33
240;446;249;93;100;42;116;235;47;83;438;88;43
233;464;241;82;73;46;109;244;49;69;456;91;35
248;446;248;80;83;32;110;245;53;82;439;97;41
246;473;245;84;85;40;113;227;54;93;461;83;39
239;455;233;83;75;45;122;250;52;75;443;111;29
241;453;246;87;77;49;118;232;49;82;449;101;30
263;450;264;95;86;49;131;228;52;92;440;98;44
225;446;225;93;81;42;116;255;60;79;432;99;39
233;466;249;72;77;38;117;225;39;81;467;84;30
242;458;230;96;94;43;114;224;44;76;440;95;38
226;444;236;95;102;42;124;233;53;91;432;95;42
250;448;251;88;76;41;118;244;48;78;433;90;32
235;458;241;90;87;44;121;232;46;78;447;88;38
240;464;245;82;80;37;109;230;48;76;453;78;38
222;463;224;92;81;50;121;259;59;77;438;102;44
231;444;253;77;73;42;120;247;48;78;436;93;44
251;441;251;95;96;45;114;232;49;89;436;91;39
223;447;236;91;90;44;116;244;48;75;441;109;35
250;449;245;94;94;41;133;236;65;91;441;83;45
249;460;253;86;84;45;118;231;46;85;449;90;35
243;448;246;87;94;41;113;242;52;80;442;93;42
241;441;235;86;87;43;134;251;55;68;430;112;43
227;460;231;90;98;43;120;236;46;79;448;87;40
242;455;237;84;75;40;116;243;50;77;444;102;36
245;442;238;103;86;58;128;241;53;85;426;94;31
242;447;248;90;89;44;124;241;49;73;438;92;38
236;469;242;78;76;39;116;245;41;66;454;85;40
261;439;263;82;88;37;122;237;48;92;430;91;43
242;457;246;95;90;49;117;237;48;81;439;92;41
230;440;231;79;69;40;137;267;56;75;435;105;40
229;465;237;90;89;43;117;243;45;78;452;98;30
240;454;237;98;89;43;125;244;43;77;441;102;42
247;451;256;84;77;40;127;242;44;84;439;94;43
233;455;244;75;81;44;115;237;52;81;454;82;39
239;459;238;89;75;43;114;237;51;85;447;95;39
224;464;245;84;84;39;117;249;50;83;447;93;37
240;453;241;84;82;41;111;233;50;72;439;99;30
246;441;244;92;91;47;125;219;56;104;430;94;54
220;468;232;86;83;45;108;237;44;70;457;79;36
251;456;253;88;82;38;127;232;62;85;437;97;44
244;455;229;95;97;56;112;224;52;82;434;100;53
266;450;243;76;84;32;114;241;55;86;443;94;36
230;450;218;97;93;53;109;235;48;71;438;96;35
250;442;246;93;89;51;125;233;57;91;426;106;45
234;456;230;101;95;44;112;224;45;74;446;92;31
242;442;242;86;73;51;109;224;45;92;438;102;44
236;461;252;78;72;39;111;243;49;84;448;99;43
231;447;231;91;88;40;118;258;57;86;425;106;34
225;468;239;95;83;45;112;238;52;82;457;81;45
232;443;225;97;81;46;127;236;56;78;424;99;39
232;443;242;93;90;47;113;255;47;92;428;102;39
243;446;236;103;93;49;117;253;46;74;438;105;42
250;460;236;74;80;32;108;251;44;80;451;93;35
250;448;244;105;98;43;127;232;54;91;435;95;34
240;446;235;87;96;43;128;237;53;82;437;96;40
246;465;243;78;85;28;121;228;51;84;452;86;44
236;468;225;79;79;38;113;244;55;74;456;87;38
219;465;237;81;81;44;129;272;48;74;446;101;36
232;449;236;92;93;39;125;250;47;86;435;90;37
239;435;244;102;91;46;136;254;58;86;419;100;45
233;456;249;86;72;41;120;264;57;73;436;106;39
234;447;235;97;99;47;116;258;58;84;434;104;45
241;438;237;97;81;46;109;245;57;91;438;98;37
259;437;240;94;99;53;141;218;53;97;425;99;51
258;458;247;75;71;42;118;255;43;86;436;105;29
244;448;248;88;78;44;119;254;50;84;434;97;36
231;459;241;87;90;35;135;229;39;84;450;85;38
245;438;253;84;89;43;134;232;46;93;431;97;40
229;462;238;91;78;45;122;243;50;74;449;99;33
222;460;237;84;82;42;101;247;46;84;452;93;36
240;451;242;88;83;43;137;237;62;89;437;94;41
234;452;233;88;92;44;127;238;63;86;442;98;47
240;457;252;87;85;38;121;245;51;79;447;89;36
240;455;243;89;85;49;115;240;48;82;448;102;41
237;471;255;82;81;36;109;228;52;88;463;84;33
245;437;248;107;97;55;118;245;51;90;427;92;47
238;462;241;83;82;43;105;240;48;75;456;85;34
246;442;258;89;72;44;126;238;48;84;442;101;45
243;456;260;93;84;46;124;235;58;87;434;101;45
258;451;257;92;87;44;122;234;51;95;443;89;38
234;462;229;93;85;39;120;232;47;70;447;83;35
230;433;236;92;87;43;132;240;48;74;427;107;35
234;459;239;86;85;42;116;230;53;76;441;92;32
241;450;240;91;90;44;115;239;55;86;436;101;43
238;435;244;88;86;52;123;265;47;81;421;103;38
235;465;239;83;77;42;109;233;55;71;454;86;40
230;444;252;101;97;49;112;234;59;75;434;94;48
228;447;245;103;96;50;124;243;51;88;434;92;48
241;446;239;90;92;40;114;261;54;89;439;98;37
234;456;233;86;76;40;120;259;56;77;444;95;39
243;463;238;96;94;45;133;229;48;79;455;89;35
251;451;248;91;96;51;110;241;39;83;441;99;37
222;459;234;94;76;41;109;248;54;66;447;87;33
224;450;234;95;81;41;119;249;53;79;435;94;40
248;449;245;85;82;41;118;227;48;85;440;92;34
244;423;244;101;98;54;126;239;50;86;417;105;42
256;444;247;85;74;46;130;257;50;73;435;110;35
233;455;237;77;84;37;118;248;56;79;439;89;40
235;467;235;80;87;36;115;224;47;72;459;91;35
236;461;245;92;83;51;109;220;50;77;453;90;40
245;466;235;96;80;47;116;241;48;76;454;92;37
244;446;237;104;99;53;128;233;51;73;444;92;39
241;463;234;80;78;40;128;249;47;80;437;96;42
249;448;248;91;87;41;131;226;50;87;441;96;26
253;451;263;90;78;51;123;229;43;84;441;101;33
228;459;248;89;86;46;127;253;49;73;451;91;42
241;454;246;91;85;41;123;235;54;84;442;100;31
247;443;246;84;90;38;108;240;52;82;440;87;42
231;451;242;82;77;38;135;254;43;78;445;95;41
245;448;247;92;84;43;118;239;44;95;437;96;29
236;446;238;91;90;42;121;256;60;80;437;102;45
242;452;242;83;84;40;116;256;47;72;448;101;38
228;469;229;89;85;44;121;247;51;71;457;87;30
231;459;230;94;92;50;123;250;56;87;444;102;45
232;460;245;81;85;41;119;259;55;73;449;97;36
241;457;250;83;77;41;124;258;50;75;445;98;36
237;451;239;98;92;51;124;242;49;74;431;87;43
247;447;244;94;94;49;117;241;58;81;435;93;39
233;444;248;83;88;45;131;251;56;81;427;103;47
233;452;237;85;85;45;117;247;55;76;443;104;46
238;470;239;90;87;42;113;236;40;74;457;85;32
234;445;246;87;84;45;126;254;56;80;441;96;37
237;454;240;89;87;45;121;225;45;81;440;94;36
251;459;258;99;86;45;124;222;42;91;448;90;40
244;445;242;80;84;45;131;236;52;86;427;94;43
233;470;226;92;85;43;112;253;59;71;454;92;43
234;446;241;90;93;47;115;225;56;90;445;88;42
229;456;239;93;87;50;111;259;40;79;444;103;33
234;438;236;83;83;39;129;237;49;87;433;102;44
224;461;221;95;96;46;102;241;44;73;439;97;36
241;433;248;86;98;45;125;249;51;96;424;92;40
239;452;243;98;89;48;112;245;45;90;436;93;38
235;447;238;91;78;40;127;244;52;75;427;101;42
241;450;251;112;101;52;127;244;52;75;430;109;33
240;472;237;85;86;42;118;223;46;65;461;82;41
228;455;241;84;93;43;127;245;46;77;446;90;37
248;439;237;92;84;39;123;237;60;81;433;102;37
231;437;229;98;85;46;137;232;48;87;429;96;40
244;453;246;83;87;41;132;244;43;96;445;91;41
249;449;253;79;82;42;117;240;53;78;442;90;41
253;451;248;94;80;41;111;226;47;76;447;96;36
232;466;248;85;89;37;119;243;52;82;452;94;40
247;434;248;100;100;49;116;241;54;84;429;91;42
248;446;250;99;94;41;128;234;59;98;421;101;38
248;449;258;97;87;46;119;235;49;85;443;91;35
229;465;245;79;77;36;124;264;50;70;443;97;38
223;462;246;86;84;49;127;254;45;75;446;95;43
248;448;241;87;92;45;115;249;48;67;433;100;32
237;469;230;90;88;40;109;242;42;76;452;86;37
243;450;254;91;90;37;116;247;51;77;438;94;39
250;432;259;104;91;43;128;235;62;86;423;106;43
228;449;229;79;81;43;129;246;57;85;437;99;42
252;448;263;91;89;45;114;238;53;84;441;88;38
240;448;223;91;87;38;119;238;47;82;429;102;34
247;473;247;82;85;40;111;239;56;84;461;84;39
239;440;244;96;94;52;125;263;53;73;426;98;47
240;475;241;78;71;39;131;233;46;71;470;95;37
234;453;247;86;84;40;113;233;42;85;446;91;32
256;444;250;92;90;43;134;241;39;86;432;97;30
256;449;256;92;84;45;115;248;45;75;438;91;40
253;455;251;88;90;39;122;226;52;90;446;77;37
210;457;223;88;85;42;118;263;57;71;446;101;34
247;445;252;99;88;46;124;232;48;80;437;96;40
255;452;258;84;81;37;121;247;58;87;440;89;33
243;462;239;70;65;42;119;245;47;81;451;90;32
228;469;232;77;78;32;128;250;47;80;460;91;44
249;448;255;91;90;46;121;239;56;95;430;100;44
250;458;249;75;82;39;121;245;52;83;450;96;37
228;443;232;91;88;39;132;254;56;86;437;93;44
246;458;247;80;76;34;122;249;46;75;449;91;32
234;444;250;88;85;42;112;245;61;81;431;107;45
233;463;253;89;76;47;115;242;42;73;445;92;33
232;439;234;82;88;38;120;252;47;87;433;99;42
241;457;244;84;88;37;128;238;49;88;446;100;38
237;444;247;85;88;46;114;237;62;84;435;88;42
258;446;257;94;93;37;127;231;48;99;430;89;44
248;461;239;88;85;35;116;240;45;79;447;108;29
246;458;249;75;68;33;116;244;46;84;457;93;38
235;451;254;85;76;42;131;242;56;80;443;92;36
231;444;243;95;92;48;121;241;45;79;432;92;37
234;455;244;78;88;40;124;247;57;81;454;94;46
240;445;243;89;80;50;129;248;54;81;432;107;44
238;457;237;92;91;40;127;238;44;75;444;94;32
238;432;249;108;94;54;139;230;46;90;430;104;49
231;451;249;82;77;40;127;254;50;80;443;91;35
227;441;244;91;91;41;122;252;46;83;433;105;36
227;455;233;84;74;37;124;260;60;81;447;93;37
256;447;253;92;92;42;112;239;57;90;441;89;49
263;457;254;79;78;41;107;233;53;72;450;97;28
227;456;221;92;81;45;128;254;49;72;446;95;30
227;467;246;80;79;39;109;235;50;73;459;92;29
221;451;239;89;78;42;117;252;48;78;444;95;40
242;454;261;93;89;46;115;206;50;93;450;86;48
249;447;253;97;79;44;115;245;57;81;436;89;39
245;466;272;86;80;47;112;228;44;83;453;86;39
232;436;238;96;88;48;115;260;51;93;420;102;48
237;435;239;93;84;45;119;244;58;90;430;98;44
237;446;242;93;84;41;129;246;54;89;431;92;34
245;452;236;96;81;54;120;244;44;89;436;92;32
227;463;230;78;75;36;115;251;48;73;452;109;35
240;454;246;82;73;40;98;257;56;86;443;88;40
220;463;237;97;78;55;114;261;47;71;449;92;34
237;465;236;83;74;39;123;230;51;70;449;102;39
234;453;248;93;88;46;107;242;47;74;437;96;41
226;449;226;85;74;41;118;251;56;66;435;102;38
229;457;237;92;79;43;115;248;49;81;449;96;40
231;452;245;92;89;50;116;240;45;83;446;95;38
235;451;233;89;93;40;114;248;53;83;431;102;35
255;442;236;83;86;37;117;236;52;86;428;105;42
233;440;236;103;89;48;126;240;57;81;424;108;46
252;458;254;93;77;47;118;223;54;89;451;95;41
237;467;256;86;80;45;108;232;49;80;449;89;36
241;465;256;103;95;48;106;226;43;92;463;83;39
248;457;252;84;79;42;106;210;48;82;444;93;35
230;449;234;92;84;44;118;251;51;78;442;102;40
243;436;248;104;97;51;123;245;47;79;427;103;40
230;470;244;94;90;46;110;231;46;70;469;84;36
229;439;248;91;82;41;111;238;60;96;427;95;44
224;464;224;86;83;45;115;234;56;72;452;91;39
229;449;238;99;92;47;135;245;43;87;435;103;43
247;444;245;82;74;38;130;236;51;80;436;93;29
237;453;240;91;83;42;127;246;55;79;446;91;42
257;453;263;80;79;35;121;227;49;88;444;100;38
229;457;228;85;73;38;116;257;55;69;446;106;42
239;471;243;79;82;44;114;237;52;78;461;91;37
254;459;257;85;93;39;107;222;42;88;459;82;44
258;439;258;100;91;46;133;245;63;92;430;112;49
245;471;278;93;95;52;122;221;55;87;459;76;45
231;461;232;85;73;48;112;258;43;72;450;92;35
234;448;236;94;85;42;126;229;53;86;439;90;48
243;455;241;90;84;41;115;241;49;79;446;98;48
232;436;234;94;80;50;127;265;48;77;422;102;45
244;445;251;93;81;45;132;262;59;77;432;105;35
247;455;258;90;85;39;120;239;47;77;451;89;35
218;444;229;90;81;42;134;253;51;76;437;102;40
246;459;256;94;88;49;130;253;50;79;437;89;38
232;443;233;105;89;53;123;237;58;84;430;111;49
246;437;234;95;93;41;121;235;65;78;422;89;43
246;437;239;92;96;47;129;236;56;89;426;107;49
252;441;243;89;76;49;121;258;50;86;435;99;40
238;453;226;88;77;48;123;251;54;73;442;103;41
219;453;230;77;80;32;129;248;50;77;441;99;34
230;445;229;89;80;43;118;253;59;88;432;110;34
228;437;239;92;88;46;130;244;53;82;434;104;35
255;444;253;98;92;46;117;236;56;85;436;92;41
228;438;237;109;92;53;116;229;57;90;428;106;56
256;459;239;100;81;55;112;237;53;83;446;88;40
234;448;243;97;86;48;110;224;51;88;437;103;33
235;439;244;100;93;49;118;239;53;77;423;105;31
226;448;220;91;94;50;119;229;50;73;438;99;39
246;459;269;86;91;42;119;218;52;89;447;78;35
236;472;263;71;80;27;122;253;53;79;457;85;40
236;462;232;96;84;38;126;238;51;79;450;89;41
265;455;266;82;84;39;123;227;58;89;442;97;37
255;450;249;87;86;42;117;261;57;83;441;94;44
240;453;248;96;85;43;122;248;51;86;436;90;54
237;465;230;105;98;51;105;220;47;69;446;89;33
244;456;244;88;79;53;119;232;52;88;455;90;38
241;450;244;98;103;36;133;237;50;88;435;99;52
234;460;240;78;89;43;123;226;41;82;455;89;35
233;457;236;82;77;44;116;262;45;80;441;104;42
240;463;242;88;87;46;114;247;48;73;453;90;37
253;428;258;97;95;44;133;255;58;104;421;96;36
247;449;255;98;95;46;124;239;47;90;431;102;43
238;447;228;91;92;52;119;255;47;83;437;108;44
241;448;238;87;87;50;121;238;54;86;437;88;35
218;452;242;85;82;41;114;258;51;72;449;102;37
253;451;247;98;103;52;115;230;46;77;446;83;37
229;454;236;90;83;40;110;245;59;79;449;97;41
229;475;245;91;88;42;106;238;45;77;454;85;33
246;451;239;91;84;45;118;231;61;84;439;90;44
245;451;234;98;101;53;106;239;40;88;442;98;36
243;452;237;81;87;37;134;255;46;83;440;101;46
239;444;232;92;86;48;113;250;51;92;427;106;34
